year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,8,9,2255.0,75.0,9.0,69.0,MQ,N807MQ,3621,JFK,DCA,47.0,213,22.0,55.0
2013,8,9,,,,,EV,N21537,3832,EWR,DCA,,199,,
2013,8,9,,,,,MQ,N8EGMQ,3230,JFK,DCA,,213,,
2013,8,9,,,,,US,,2191,LGA,DCA,,214,,
2013,8,9,,,,,US,,2197,LGA,DCA,,214,,
2013,8,10,821.0,6.0,932.0,2.0,MQ,N807MQ,3370,JFK,DCA,51.0,213,8.0,21.0
2013,8,10,845.0,-5.0,955.0,-16.0,9E,N8543F,3713,JFK,DCA,46.0,213,8.0,45.0
2013,8,10,908.0,8.0,1015.0,-9.0,US,N946UW,2173,LGA,DCA,45.0,214,9.0,8.0
2013,8,10,913.0,-6.0,1026.0,-13.0,EV,N13123,4636,EWR,DCA,40.0,199,9.0,13.0
2013,8,10,1056.0,-4.0,1159.0,-11.0,MQ,N531MQ,3230,JFK,DCA,46.0,213,10.0,56.0
2013,8,10,1057.0,-3.0,1159.0,-16.0,US,N950UW,2177,LGA,DCA,47.0,214,10.0,57.0
2013,8,10,1154.0,-1.0,1312.0,2.0,MQ,N807MQ,3386,JFK,DCA,49.0,213,11.0,54.0
2013,8,10,1319.0,3.0,1423.0,-3.0,EV,N11539,3838,EWR,DCA,41.0,199,13.0,19.0
2013,8,10,1446.0,-4.0,1602.0,-30.0,9E,N916XJ,3393,JFK,DCA,45.0,213,14.0,46.0
2013,8,10,1519.0,9.0,1647.0,12.0,MQ,N531MQ,3433,JFK,DCA,47.0,213,15.0,19.0
2013,8,10,1638.0,218.0,1745.0,209.0,US,N944UW,2181,LGA,DCA,40.0,214,16.0,38.0
2013,8,10,1656.0,51.0,1810.0,50.0,EV,N12552,4372,EWR,DCA,59.0,199,16.0,56.0
2013,8,10,1718.0,-2.0,1845.0,-5.0,MQ,N836MQ,3365,JFK,DCA,46.0,213,17.0,18.0
2013,8,10,1925.0,-5.0,2124.0,29.0,MQ,N807MQ,3441,JFK,DCA,47.0,213,19.0,25.0
2013,8,10,2033.0,3.0,2154.0,-10.0,9E,N916XJ,3395,JFK,DCA,42.0,213,20.0,33.0
2013,8,10,2202.0,22.0,2335.0,35.0,MQ,N836MQ,3621,JFK,DCA,45.0,213,22.0,2.0
2013,8,11,837.0,22.0,942.0,12.0,MQ,N822MQ,3370,JFK,DCA,39.0,213,8.0,37.0
2013,8,11,849.0,-1.0,944.0,-30.0,9E,N934XJ,3466,JFK,DCA,39.0,213,8.0,49.0
2013,8,11,853.0,-7.0,1004.0,-20.0,US,N701UW,2173,LGA,DCA,38.0,214,8.0,53.0
2013,8,11,1050.0,-10.0,1207.0,-8.0,US,N946UW,2177,LGA,DCA,45.0,214,10.0,50.0
2013,8,11,1054.0,-6.0,1225.0,15.0,MQ,N518MQ,3230,JFK,DCA,50.0,213,10.0,54.0
2013,8,11,1153.0,-7.0,1308.0,-8.0,US,N950UW,2179,LGA,DCA,49.0,214,11.0,53.0
2013,8,11,1154.0,-1.0,1321.0,11.0,MQ,N822MQ,3386,JFK,DCA,63.0,213,11.0,54.0
2013,8,11,1254.0,-6.0,1410.0,-6.0,US,N951UW,2181,LGA,DCA,44.0,214,12.0,54.0
2013,8,11,1314.0,-1.0,1414.0,-11.0,EV,N15985,3838,EWR,DCA,40.0,199,13.0,14.0
2013,8,11,1405.0,5.0,1516.0,2.0,US,N730US,2183,LGA,DCA,40.0,214,14.0,5.0
2013,8,11,1446.0,-4.0,1613.0,-21.0,9E,N931XJ,3393,JFK,DCA,50.0,213,14.0,46.0
2013,8,11,1459.0,-1.0,1613.0,-11.0,US,N946UW,2185,LGA,DCA,48.0,214,14.0,59.0
2013,8,11,1507.0,-3.0,1650.0,15.0,MQ,N518MQ,3433,JFK,DCA,51.0,213,15.0,7.0
2013,8,11,1554.0,-6.0,1722.0,-1.0,US,N950UW,2187,LGA,DCA,44.0,214,15.0,54.0
2013,8,11,1655.0,-5.0,1852.0,27.0,US,N951UW,2189,LGA,DCA,46.0,214,16.0,55.0
2013,8,11,1715.0,-5.0,1918.0,28.0,MQ,N848MQ,3365,JFK,DCA,53.0,213,17.0,15.0
2013,8,11,1750.0,0.0,1930.0,29.0,EV,N14916,6096,EWR,DCA,38.0,199,17.0,50.0
2013,8,11,1755.0,-5.0,1941.0,24.0,US,N730US,2191,LGA,DCA,42.0,214,17.0,55.0
2013,8,11,1855.0,-5.0,2027.0,-3.0,US,N946UW,2193,LGA,DCA,45.0,214,18.0,55.0
2013,8,11,2004.0,4.0,2138.0,20.0,US,N702UW,2195,LGA,DCA,47.0,214,20.0,4.0
2013,8,11,2023.0,-7.0,2144.0,-22.0,9E,N604LR,3395,JFK,DCA,42.0,213,20.0,23.0
2013,8,11,2050.0,-10.0,2208.0,-6.0,US,N769US,2197,LGA,DCA,42.0,214,20.0,50.0
2013,8,11,2137.0,-3.0,2254.0,-6.0,MQ,N852MQ,3621,JFK,DCA,41.0,213,21.0,37.0
2013,8,12,559.0,-1.0,703.0,4.0,US,N768US,2167,LGA,DCA,44.0,214,5.0,59.0
2013,8,12,625.0,-5.0,741.0,-9.0,EV,N18557,4241,EWR,DCA,42.0,199,6.0,25.0
2013,8,12,654.0,-6.0,815.0,6.0,US,N744P,2169,LGA,DCA,40.0,214,6.0,54.0
2013,8,12,757.0,-3.0,922.0,7.0,US,N741UW,2171,LGA,DCA,52.0,214,7.0,57.0
2013,8,12,813.0,-2.0,929.0,-1.0,MQ,N852MQ,3370,JFK,DCA,56.0,213,8.0,13.0
2013,8,12,856.0,-4.0,1034.0,10.0,US,N760US,2173,LGA,DCA,45.0,214,8.0,56.0
2013,8,12,955.0,-5.0,1127.0,6.0,US,N768US,2175,LGA,DCA,43.0,214,9.0,55.0
2013,8,12,1057.0,-3.0,1225.0,10.0,US,N744P,2177,LGA,DCA,45.0,214,10.0,57.0
2013,8,12,1057.0,-3.0,1211.0,1.0,MQ,N535MQ,3230,JFK,DCA,50.0,213,10.0,57.0
2013,8,12,1132.0,162.0,1234.0,140.0,9E,N902XJ,3466,JFK,DCA,41.0,213,11.0,32.0
2013,8,12,1150.0,-5.0,1301.0,-9.0,MQ,N852MQ,3386,JFK,DCA,51.0,213,11.0,50.0
2013,8,12,1154.0,-6.0,1323.0,7.0,US,N755US,2179,LGA,DCA,43.0,214,11.0,54.0
2013,8,12,1303.0,3.0,1437.0,21.0,US,N760US,2181,LGA,DCA,50.0,214,13.0,3.0
2013,8,12,1313.0,-2.0,1424.0,-2.0,EV,N13949,3838,EWR,DCA,49.0,199,13.0,13.0
2013,8,12,1354.0,-6.0,1513.0,-1.0,US,N757UW,2183,LGA,DCA,40.0,214,13.0,54.0
2013,8,12,1448.0,-2.0,1602.0,-32.0,9E,N924XJ,3393,JFK,DCA,44.0,213,14.0,48.0
2013,8,12,1509.0,-1.0,1651.0,16.0,MQ,N535MQ,3433,JFK,DCA,45.0,213,15.0,9.0
2013,8,12,1516.0,16.0,1632.0,8.0,US,N744P,2185,LGA,DCA,46.0,214,15.0,16.0
2013,8,12,1646.0,46.0,1817.0,54.0,US,N755US,2187,LGA,DCA,56.0,214,16.0,46.0
2013,8,12,1714.0,14.0,1852.0,27.0,US,N760US,2189,LGA,DCA,52.0,214,17.0,14.0
2013,8,12,1716.0,-4.0,1845.0,-5.0,MQ,N800MQ,3365,JFK,DCA,51.0,213,17.0,16.0
2013,8,12,1749.0,-5.0,1856.0,-9.0,EV,N13913,6096,EWR,DCA,42.0,199,17.0,49.0
2013,8,12,1759.0,-1.0,1907.0,-10.0,US,N757UW,2191,LGA,DCA,44.0,214,17.0,59.0
2013,8,12,1914.0,14.0,2008.0,-22.0,US,N744P,2193,LGA,DCA,42.0,214,19.0,14.0
2013,8,12,1941.0,-1.0,2048.0,-12.0,EV,N12996,4373,EWR,DCA,40.0,199,19.0,41.0
2013,8,12,2029.0,29.0,2129.0,11.0,US,N755US,2195,LGA,DCA,40.0,214,20.0,29.0
2013,8,12,2052.0,-8.0,2200.0,-14.0,US,N723UW,2197,LGA,DCA,41.0,214,20.0,52.0
2013,8,12,2103.0,33.0,2220.0,14.0,9E,N925XJ,3395,JFK,DCA,38.0,213,21.0,3.0
2013,8,12,2149.0,9.0,2314.0,14.0,MQ,N807MQ,3621,JFK,DCA,49.0,213,21.0,49.0
2013,8,12,2201.0,32.0,2310.0,24.0,EV,N14960,4636,EWR,DCA,42.0,199,22.0,1.0
2013,8,13,557.0,-3.0,739.0,40.0,US,N753US,2167,LGA,DCA,60.0,214,5.0,57.0
2013,8,13,631.0,1.0,747.0,-3.0,EV,N12996,4241,EWR,DCA,50.0,199,6.0,31.0
2013,8,13,653.0,-7.0,836.0,27.0,US,N757UW,2169,LGA,DCA,63.0,214,6.0,53.0
2013,8,13,758.0,-2.0,943.0,28.0,US,N744P,2171,LGA,DCA,61.0,214,7.0,58.0
2013,8,13,901.0,11.0,1046.0,32.0,9E,N919XJ,3466,JFK,DCA,64.0,213,9.0,1.0
2013,8,13,923.0,68.0,1137.0,127.0,MQ,N807MQ,3370,JFK,DCA,59.0,213,9.0,23.0
2013,8,13,1152.0,52.0,1302.0,52.0,MQ,N535MQ,3230,JFK,DCA,41.0,213,11.0,52.0
2013,8,13,1237.0,97.0,1338.0,83.0,US,N757UW,2177,LGA,DCA,43.0,214,12.0,37.0
2013,8,13,1247.0,47.0,1401.0,45.0,US,N744P,2179,LGA,DCA,44.0,214,12.0,47.0
2013,8,13,1342.0,42.0,1450.0,34.0,US,N753US,2181,LGA,DCA,44.0,214,13.0,42.0
2013,8,13,1430.0,30.0,1538.0,24.0,US,N764US,2183,LGA,DCA,43.0,214,14.0,30.0
2013,8,13,1456.0,6.0,1626.0,-8.0,9E,N926XJ,3393,JFK,DCA,46.0,213,14.0,56.0
2013,8,13,1613.0,63.0,1744.0,69.0,MQ,N535MQ,3433,JFK,DCA,38.0,213,16.0,13.0
2013,8,13,1618.0,78.0,1718.0,54.0,US,N757UW,2185,LGA,DCA,41.0,214,16.0,18.0
2013,8,13,1645.0,45.0,1741.0,18.0,US,N744P,2187,LGA,DCA,39.0,214,16.0,45.0
2013,8,13,1704.0,4.0,1822.0,-3.0,US,N753US,2189,LGA,DCA,51.0,214,17.0,4.0
2013,8,13,1803.0,3.0,1924.0,7.0,US,N764US,2191,LGA,DCA,54.0,214,18.0,3.0
2013,8,13,1855.0,95.0,2016.0,86.0,MQ,N823MQ,3365,JFK,DCA,52.0,213,18.0,55.0
2013,8,13,1857.0,-3.0,2028.0,-2.0,US,N765US,2193,LGA,DCA,67.0,214,18.0,57.0
2013,8,13,1928.0,-7.0,2234.0,,EV,N11539,4312,EWR,DCA,,199,19.0,28.0
2013,8,13,1952.0,-8.0,2218.0,60.0,US,N744P,2195,LGA,DCA,69.0,214,19.0,52.0
2013,8,13,2027.0,-3.0,2225.0,19.0,9E,N600LR,3395,JFK,DCA,63.0,213,20.0,27.0
2013,8,13,2104.0,4.0,2304.0,50.0,US,N753US,2197,LGA,DCA,87.0,214,21.0,4.0
2013,8,13,2219.0,50.0,2322.0,34.0,EV,N22909,4372,EWR,DCA,39.0,199,22.0,19.0
2013,8,13,2248.0,68.0,9.0,69.0,MQ,N823MQ,3621,JFK,DCA,52.0,213,22.0,48.0
2013,8,13,,,,,US,,2173,LGA,DCA,,214,,
2013,8,13,,,,,US,,2175,LGA,DCA,,214,,
2013,8,13,,,,,MQ,N807MQ,3386,JFK,DCA,,213,,
2013,8,14,558.0,-2.0,706.0,7.0,US,N717UW,2167,LGA,DCA,44.0,214,5.0,58.0
2013,8,14,626.0,-4.0,732.0,-18.0,EV,N12922,4241,EWR,DCA,44.0,199,6.0,26.0
2013,8,14,717.0,17.0,836.0,27.0,US,N753US,2169,LGA,DCA,43.0,214,7.0,17.0
2013,8,14,810.0,-5.0,934.0,4.0,MQ,N800MQ,3370,JFK,DCA,52.0,213,8.0,10.0
2013,8,14,817.0,17.0,942.0,27.0,US,N755US,2171,LGA,DCA,40.0,214,8.0,17.0
2013,8,14,845.0,-5.0,1010.0,-4.0,9E,N927XJ,3466,JFK,DCA,42.0,213,8.0,45.0
2013,8,14,852.0,-8.0,1030.0,6.0,US,N766US,2173,LGA,DCA,43.0,214,8.0,52.0
2013,8,14,956.0,-4.0,1115.0,-6.0,US,N717UW,2175,LGA,DCA,43.0,214,9.0,56.0
2013,8,14,1100.0,0.0,1206.0,-4.0,MQ,N508MQ,3230,JFK,DCA,46.0,213,11.0,0.0
2013,8,14,1123.0,23.0,1243.0,28.0,US,N769US,2177,LGA,DCA,52.0,214,11.0,23.0
2013,8,14,1151.0,-4.0,1317.0,7.0,MQ,N800MQ,3386,JFK,DCA,51.0,213,11.0,51.0
2013,8,14,1219.0,19.0,1325.0,9.0,US,N722US,2179,LGA,DCA,39.0,214,12.0,19.0
2013,8,14,1259.0,-1.0,1406.0,-10.0,US,N766US,2181,LGA,DCA,44.0,214,12.0,59.0
2013,8,14,1357.0,-3.0,1511.0,-3.0,US,N717UW,2183,LGA,DCA,43.0,214,13.0,57.0
2013,8,14,1512.0,22.0,1651.0,17.0,9E,N936XJ,3393,JFK,DCA,42.0,213,15.0,12.0
2013,8,14,1524.0,24.0,1651.0,27.0,US,N769US,2185,LGA,DCA,40.0,214,15.0,24.0
2013,8,14,1548.0,38.0,1726.0,51.0,MQ,N535MQ,3433,JFK,DCA,46.0,213,15.0,48.0
2013,8,14,1608.0,8.0,1748.0,25.0,US,N722US,2187,LGA,DCA,43.0,214,16.0,8.0
2013,8,14,1702.0,2.0,1844.0,19.0,US,N766US,2189,LGA,DCA,48.0,214,17.0,2.0
2013,8,14,1715.0,-5.0,1919.0,29.0,MQ,N810MQ,3365,JFK,DCA,54.0,213,17.0,15.0
2013,8,14,1813.0,13.0,1939.0,22.0,US,N717UW,2191,LGA,DCA,41.0,214,18.0,13.0
2013,8,14,1937.0,37.0,2102.0,32.0,US,N769US,2193,LGA,DCA,37.0,214,19.0,37.0
2013,8,14,2008.0,8.0,2150.0,32.0,US,N757UW,2195,LGA,DCA,45.0,214,20.0,8.0
2013,8,14,2014.0,39.0,2128.0,28.0,EV,N16147,4312,EWR,DCA,40.0,199,20.0,14.0
2013,8,14,2032.0,2.0,2257.0,51.0,9E,N934XJ,3395,JFK,DCA,41.0,213,20.0,32.0
2013,8,14,2051.0,-9.0,2217.0,3.0,US,N766US,2197,LGA,DCA,41.0,214,20.0,51.0
2013,8,14,2132.0,-8.0,2325.0,25.0,MQ,N810MQ,3621,JFK,DCA,46.0,213,21.0,32.0
2013,8,14,2223.0,43.0,2314.0,15.0,EV,N27962,4372,EWR,DCA,38.0,199,22.0,23.0
2013,8,15,559.0,-1.0,701.0,2.0,US,N742PS,2167,LGA,DCA,35.0,214,5.0,59.0
2013,8,15,625.0,-5.0,722.0,-28.0,EV,N14960,4241,EWR,DCA,39.0,199,6.0,25.0
2013,8,15,654.0,-6.0,801.0,-8.0,US,N760US,2169,LGA,DCA,37.0,214,6.0,54.0
2013,8,15,757.0,-3.0,913.0,-2.0,US,N765US,2171,LGA,DCA,49.0,214,7.0,57.0
2013,8,15,805.0,-10.0,915.0,-15.0,MQ,N810MQ,3370,JFK,DCA,50.0,213,8.0,5.0
2013,8,15,855.0,-5.0,1011.0,-13.0,US,N744P,2173,LGA,DCA,42.0,214,8.0,55.0
2013,8,15,956.0,-4.0,1117.0,-4.0,US,N742PS,2175,LGA,DCA,42.0,214,9.0,56.0
2013,8,15,1100.0,0.0,1211.0,1.0,MQ,N527MQ,3230,JFK,DCA,47.0,213,11.0,0.0
2013,8,15,1101.0,131.0,1204.0,110.0,9E,N915XJ,3466,JFK,DCA,40.0,213,11.0,1.0
2013,8,15,1127.0,27.0,1302.0,47.0,US,N723UW,2177,LGA,DCA,47.0,214,11.0,27.0
2013,8,15,1144.0,-11.0,1302.0,-8.0,MQ,N810MQ,3386,JFK,DCA,54.0,213,11.0,44.0
2013,8,15,1158.0,-2.0,1325.0,9.0,US,N765US,2179,LGA,DCA,37.0,214,11.0,58.0
2013,8,15,1302.0,2.0,1422.0,6.0,US,N744P,2181,LGA,DCA,50.0,214,13.0,2.0
2013,8,15,1354.0,-6.0,1500.0,-14.0,US,N742PS,2183,LGA,DCA,38.0,214,13.0,54.0
2013,8,15,1510.0,0.0,1634.0,-1.0,MQ,N508MQ,3433,JFK,DCA,48.0,213,15.0,10.0
2013,8,15,1512.0,22.0,1637.0,3.0,9E,N904XJ,3393,JFK,DCA,48.0,213,15.0,12.0
2013,8,15,1551.0,51.0,1656.0,32.0,US,N723UW,2185,LGA,DCA,46.0,214,15.0,51.0
2013,8,15,1601.0,1.0,1704.0,-19.0,US,N765US,2187,LGA,DCA,44.0,214,16.0,1.0
2013,8,15,1657.0,-3.0,1806.0,-19.0,US,N744P,2189,LGA,DCA,41.0,214,16.0,57.0
2013,8,15,1720.0,0.0,1847.0,-3.0,MQ,N800MQ,3365,JFK,DCA,59.0,213,17.0,20.0
2013,8,15,1754.0,-6.0,1856.0,-21.0,US,N742PS,2191,LGA,DCA,39.0,214,17.0,54.0
2013,8,15,1934.0,-1.0,2105.0,5.0,EV,N12922,4312,EWR,DCA,39.0,199,19.0,34.0
2013,8,15,1935.0,35.0,2033.0,3.0,US,N723UW,2193,LGA,DCA,40.0,214,19.0,35.0
2013,8,15,1955.0,-5.0,2110.0,-8.0,US,N765US,2195,LGA,DCA,46.0,214,19.0,55.0
2013,8,15,2033.0,3.0,2128.0,-38.0,9E,N924XJ,3395,JFK,DCA,42.0,213,20.0,33.0
2013,8,15,2106.0,6.0,2205.0,-9.0,US,N744P,2197,LGA,DCA,45.0,214,21.0,6.0
2013,8,15,2136.0,-4.0,2241.0,-19.0,MQ,N847MQ,3621,JFK,DCA,50.0,213,21.0,36.0
2013,8,15,2153.0,13.0,2301.0,2.0,EV,N14998,4372,EWR,DCA,36.0,199,21.0,53.0
2013,8,16,556.0,-4.0,700.0,1.0,US,N742PS,2167,LGA,DCA,43.0,214,5.0,56.0
2013,8,16,627.0,-3.0,737.0,-13.0,EV,N15985,4241,EWR,DCA,42.0,199,6.0,27.0
2013,8,16,655.0,-5.0,754.0,-15.0,US,N765US,2169,LGA,DCA,42.0,214,6.0,55.0
2013,8,16,758.0,-2.0,913.0,-2.0,US,N744P,2171,LGA,DCA,44.0,214,7.0,58.0
2013,8,16,814.0,-1.0,920.0,-10.0,MQ,N836MQ,3370,JFK,DCA,44.0,213,8.0,14.0
2013,8,16,848.0,-2.0,953.0,-21.0,9E,N922XJ,3466,JFK,DCA,40.0,213,8.0,48.0
2013,8,16,854.0,-6.0,1004.0,-20.0,US,N747UW,2173,LGA,DCA,41.0,214,8.0,54.0
2013,8,16,951.0,-9.0,1053.0,-28.0,US,N742PS,2175,LGA,DCA,41.0,214,9.0,51.0
2013,8,16,1058.0,-2.0,1208.0,-2.0,MQ,N520MQ,3230,JFK,DCA,48.0,213,10.0,58.0
2013,8,16,1104.0,4.0,1219.0,4.0,US,N751UW,2177,LGA,DCA,45.0,214,11.0,4.0
2013,8,16,1150.0,-5.0,1301.0,-9.0,MQ,N836MQ,3386,JFK,DCA,50.0,213,11.0,50.0
2013,8,16,1155.0,-5.0,1317.0,1.0,US,N744P,2179,LGA,DCA,47.0,214,11.0,55.0
2013,8,16,1252.0,-8.0,1351.0,-25.0,US,N747UW,2181,LGA,DCA,39.0,214,12.0,52.0
2013,8,16,1355.0,-5.0,1519.0,5.0,US,N749US,2183,LGA,DCA,41.0,214,13.0,55.0
2013,8,16,1501.0,11.0,1617.0,-17.0,9E,N937XJ,3393,JFK,DCA,42.0,213,15.0,1.0
2013,8,16,1505.0,5.0,1616.0,-8.0,US,N751UW,2185,LGA,DCA,45.0,214,15.0,5.0
2013,8,16,1507.0,-3.0,1633.0,-2.0,MQ,N520MQ,3433,JFK,DCA,51.0,213,15.0,7.0
2013,8,16,1557.0,-3.0,1723.0,0.0,US,N744P,2187,LGA,DCA,43.0,214,15.0,57.0
2013,8,16,1658.0,-2.0,1807.0,-18.0,US,N747UW,2189,LGA,DCA,40.0,214,16.0,58.0
2013,8,16,1717.0,-3.0,1817.0,-33.0,MQ,N812MQ,3365,JFK,DCA,38.0,213,17.0,17.0
2013,8,16,1754.0,-6.0,1910.0,-7.0,US,N749US,2191,LGA,DCA,53.0,214,17.0,54.0
2013,8,16,1854.0,-6.0,2015.0,-15.0,US,N751UW,2193,LGA,DCA,43.0,214,18.0,54.0
2013,8,16,1949.0,14.0,2051.0,-9.0,EV,N14953,4312,EWR,DCA,39.0,199,19.0,49.0
2013,8,16,1956.0,-4.0,2108.0,-10.0,US,N744P,2195,LGA,DCA,44.0,214,19.0,56.0
2013,8,16,2030.0,0.0,2125.0,-41.0,9E,N901XJ,3395,JFK,DCA,38.0,213,20.0,30.0
2013,8,16,2058.0,-2.0,2206.0,-8.0,US,N747UW,2197,LGA,DCA,43.0,214,20.0,58.0
2013,8,16,2135.0,-5.0,2235.0,-24.0,EV,N16559,4186,EWR,DCA,38.0,199,21.0,35.0
2013,8,16,2136.0,-4.0,2300.0,0.0,MQ,N812MQ,3621,JFK,DCA,47.0,213,21.0,36.0
2013,8,17,811.0,-4.0,922.0,-8.0,MQ,N847MQ,3370,JFK,DCA,49.0,213,8.0,11.0
2013,8,17,856.0,-4.0,1021.0,-3.0,US,N956UW,2173,LGA,DCA,42.0,214,8.0,56.0
2013,8,17,938.0,48.0,1032.0,21.0,9E,N824AY,3713,JFK,DCA,38.0,213,9.0,38.0
2013,8,17,1056.0,-4.0,1154.0,-16.0,MQ,N9EAMQ,3230,JFK,DCA,43.0,213,10.0,56.0
2013,8,17,1100.0,0.0,1202.0,-13.0,US,N952UW,2177,LGA,DCA,43.0,214,11.0,0.0
2013,8,17,1151.0,-4.0,1252.0,-18.0,MQ,N847MQ,3386,JFK,DCA,46.0,213,11.0,51.0
2013,8,17,1252.0,-8.0,1403.0,-13.0,US,N956UW,2181,LGA,DCA,45.0,214,12.0,52.0
2013,8,17,1421.0,-10.0,1516.0,-26.0,EV,N15574,4372,EWR,DCA,40.0,199,14.0,21.0
2013,8,17,1446.0,-4.0,1553.0,-39.0,9E,N933XJ,3393,JFK,DCA,43.0,213,14.0,46.0
2013,8,17,1510.0,0.0,1629.0,-6.0,MQ,N9EAMQ,3433,JFK,DCA,49.0,213,15.0,10.0
2013,8,17,1718.0,-2.0,1818.0,-32.0,MQ,N823MQ,3365,JFK,DCA,40.0,213,17.0,18.0
2013,8,17,1924.0,-6.0,2020.0,-35.0,MQ,N723MQ,3441,JFK,DCA,38.0,213,19.0,24.0
2013,8,17,2138.0,-2.0,2249.0,-11.0,MQ,N823MQ,3621,JFK,DCA,47.0,213,21.0,38.0
2013,8,17,2217.0,107.0,2332.0,88.0,9E,N903XJ,3395,JFK,DCA,37.0,213,22.0,17.0
2013,8,18,809.0,-6.0,926.0,-4.0,MQ,N823MQ,3370,JFK,DCA,55.0,213,8.0,9.0
2013,8,18,855.0,-5.0,959.0,-25.0,US,N715UW,2173,LGA,DCA,45.0,214,8.0,55.0
2013,8,18,1056.0,-4.0,1206.0,-9.0,US,N947UW,2177,LGA,DCA,45.0,214,10.0,56.0
2013,8,18,1102.0,2.0,1234.0,24.0,MQ,N525MQ,3230,JFK,DCA,47.0,213,11.0,2.0
2013,8,18,1152.0,-3.0,1301.0,-9.0,MQ,N823MQ,3386,JFK,DCA,52.0,213,11.0,52.0
2013,8,18,1156.0,-4.0,1306.0,-10.0,US,N950UW,2179,LGA,DCA,48.0,214,11.0,56.0
2013,8,18,1255.0,245.0,1424.0,250.0,9E,N906XJ,3466,JFK,DCA,54.0,213,12.0,55.0
2013,8,18,1256.0,-4.0,1412.0,-4.0,US,N967UW,2181,LGA,DCA,52.0,214,12.0,56.0
2013,8,18,1258.0,-2.0,1429.0,22.0,EV,N16963,4129,EWR,DCA,44.0,199,12.0,58.0
2013,8,18,1353.0,-7.0,1506.0,-8.0,US,N733UW,2183,LGA,DCA,42.0,214,13.0,53.0
2013,8,18,1443.0,-7.0,1546.0,-48.0,9E,N936XJ,3393,JFK,DCA,41.0,213,14.0,43.0
2013,8,18,1452.0,6.0,1558.0,-1.0,EV,N19966,4372,EWR,DCA,49.0,199,14.0,52.0
2013,8,18,1454.0,-6.0,1607.0,-17.0,US,N947UW,2185,LGA,DCA,50.0,214,14.0,54.0
2013,8,18,1510.0,0.0,1641.0,6.0,MQ,N525MQ,3433,JFK,DCA,53.0,213,15.0,10.0
2013,8,18,1554.0,-6.0,1708.0,-15.0,US,N950UW,2187,LGA,DCA,45.0,214,15.0,54.0
2013,8,18,1714.0,-6.0,1829.0,-21.0,MQ,N806MQ,3365,JFK,DCA,41.0,213,17.0,14.0
2013,8,18,1743.0,43.0,1840.0,15.0,US,N967UW,2189,LGA,DCA,40.0,214,17.0,43.0
2013,8,18,1757.0,-3.0,1914.0,-3.0,US,N733UW,2191,LGA,DCA,43.0,214,17.0,57.0
2013,8,18,1851.0,-9.0,2004.0,-26.0,US,N947UW,2193,LGA,DCA,45.0,214,18.0,51.0
2013,8,18,1953.0,-7.0,2113.0,-5.0,US,N755US,2195,LGA,DCA,39.0,214,19.0,53.0
2013,8,18,2037.0,7.0,2129.0,-37.0,9E,N924XJ,3395,JFK,DCA,41.0,213,20.0,37.0
2013,8,18,2113.0,13.0,2225.0,11.0,US,N724UW,2197,LGA,DCA,41.0,214,21.0,13.0
2013,8,18,2130.0,-5.0,2239.0,-15.0,EV,N16999,4186,EWR,DCA,41.0,199,21.0,30.0
2013,8,18,2142.0,2.0,2256.0,-4.0,MQ,N806MQ,3621,JFK,DCA,49.0,213,21.0,42.0
2013,8,19,557.0,-3.0,704.0,5.0,US,N744P,2167,LGA,DCA,43.0,214,5.0,57.0
2013,8,19,628.0,-2.0,732.0,-18.0,EV,N14125,4241,EWR,DCA,43.0,199,6.0,28.0
2013,8,19,654.0,-6.0,802.0,-7.0,US,N733UW,2169,LGA,DCA,37.0,214,6.0,54.0
2013,8,19,756.0,-4.0,910.0,-5.0,US,N760US,2171,LGA,DCA,43.0,214,7.0,56.0
2013,8,19,811.0,-4.0,921.0,-9.0,MQ,N806MQ,3370,JFK,DCA,48.0,213,8.0,11.0
2013,8,19,849.0,-1.0,947.0,-27.0,9E,N903XJ,3466,JFK,DCA,40.0,213,8.0,49.0
2013,8,19,859.0,-1.0,1006.0,-18.0,US,N742PS,2173,LGA,DCA,42.0,214,8.0,59.0
2013,8,19,954.0,-6.0,1101.0,-20.0,US,N744P,2175,LGA,DCA,42.0,214,9.0,54.0
2013,8,19,1058.0,-2.0,1209.0,-1.0,MQ,N525MQ,3230,JFK,DCA,47.0,213,10.0,58.0
2013,8,19,1111.0,11.0,1217.0,2.0,US,N765US,2177,LGA,DCA,41.0,214,11.0,11.0
2013,8,19,1145.0,-10.0,1257.0,-13.0,MQ,N806MQ,3386,JFK,DCA,56.0,213,11.0,45.0
2013,8,19,1157.0,-3.0,1302.0,-14.0,US,N760US,2179,LGA,DCA,40.0,214,11.0,57.0
2013,8,19,1253.0,-7.0,1409.0,-7.0,US,N755US,2181,LGA,DCA,53.0,214,12.0,53.0
2013,8,19,1356.0,-4.0,1504.0,-10.0,US,N762US,2183,LGA,DCA,47.0,214,13.0,56.0
2013,8,19,1450.0,0.0,1640.0,6.0,9E,N602LR,3393,JFK,DCA,46.0,213,14.0,50.0
2013,8,19,1454.0,-6.0,1607.0,-17.0,US,N765US,2185,LGA,DCA,46.0,214,14.0,54.0
2013,8,19,1506.0,-4.0,1643.0,8.0,MQ,N525MQ,3433,JFK,DCA,48.0,213,15.0,6.0
